X,Y
711738,982899
696443,946494
705773,965501
699921,951806
537918,574660
567504,643217
637340,804690
617766,759297
565206,637453
662527,862123
708236,967547
722102,999379
715827,984735
673687,886600
585169,682498
711027,971693
637616,802344
614638,749528
672425,881703
585816,683124
691609,921735
634686,791227
695985,929490
707777,952777
670215,868299
638505,796892
657972,839646
686072,902270
708007,949712
668831,862205
699947,930060
700049,929842
621695,756434
724177,983103
612066,734670
701659,930548
544988,586103
704053,935092
626276,764085
718300,961410
702404,926448
668137,850120
696374,910542
650472,810604
599426,700909
718712,955686
652732,814390
698398,911324
584379,667757
682399,876393
668273,846010
599364,699257
655039,817691
674286,858264
633059,769961
710604,934375
688906,887550
647495,799006
667666,839497
689897,883181
736761,980481
672894,846917
714877,933742
682596,866411
733430,971464
601712,698393
736864,977411
584721,662804
596016,686068
696340,892752
630356,756487
631679,759038
719034,938757
535715,561414
731875,962281
549541,589439
738554,975244
581546,654658
655482,805281
627151,747196
575562,642048
681028,856736
746872,990252
739405,974912
734108,964088
657189,807531
743560,982948
608986,709585
727289,948989
620375,731337
700751,893395
585115,659985
678890,848553
708740,908199
679514,849257
713748,917601
743224,975193
666922,822315
735654,959153
636358,760224
624405,735922
610239,707465
664567,814048
708098,900012
692175,868425
590699,666689
593259,671649
710352,901271
682849,846674
580271,645657
727829,933964
727704,931978
658057,795794
688069,853184
695330,866382
721530,916430
704309,882899
755463,981469
701276,876500
607391,695515
576298,634507
709889,889146
673839,819938
750355,965483
748778,961311
725617,917095
686932,843043
624105,723003
526711,539392
620641,715730
621374,716629
646090,762020
757471,969495
760875,971935
745059,942308
602743,678636
711267,878128
550394,582126
692010,842475
658255,780233
706547,868319
566658,611239
627483,722315
779885,999890
697295,849009
684490,825558
657261,775580
684973,825745
666201,791488
670149,798448
743472,930945
656255,772329
689870,832767
667334,791398
683875,820929
745105,930932
755095,948549
741586,923476
694908,839261
520711,526825
690893,831722
648114,755032
657645,772016
751950,939480
675679,803031
772399,975240
761472,955619
623025,708347
624034,710054
760265,951595
652907,760739
704570,851578
710242,861513
718744,876447
771612,969528
673613,796260
736643,907322
781777,985958
628550,716037
661895,774268
608350,680015
675555,797566
733693,899118
657048,764919
768557,959248
551622,580148
764217,951439
638665,731157
680350,802900
783196,980508
767662,953293
766627,950893
688838,814300
565460,602517
751932,922477
717289,861947
733737,889585
743356,905743
705273,840462
789224,983513
681694,798188
746430,906809
662775,765327
656378,754394
732426,881248
736850,888338
669509,774668
759985,926091
756118,919229
804215,999565
800007,992513
780668,959657
769529,940793
529318,539364
708600,837940
628433,703610
700149,822498
678790,787049
730083,869569
657098,749160
769297,933317
725930,861178
593554,643826
711899,837092
803793,987083
569659,604441
804442,987038
560113,588676
798149,976317
779334,944802
602191,656639
747967,892838
705785,824068
766962,922245
763441,915845
769482,925382
707453,825297
791095,958770
677575,776217
706952,822828
802676,975817
805817,978872
760408,906389
734901,865172
698716,807485
681047,779316
773399,926390
703660,815164
646746,724525
656625,740226
805854,976564
714148,830912
547414,566173
695414,799541
806820,974822
695578,799374
775769,925647
563353,590849
804275,969159
644937,718610
754185,889859
659987,741811
820604,992689
620753,679683
591691,634041
653457,729916
701694,804878
821501,989869
821080,988733
828627,999724
796765,950068
789309,938063
666534,748255
748296,873281
708686,812003
633654,695721
813882,970794
639950,705079
776832,913773
734652,849035
801009,949024
824274,983332
764359,892199
737611,851338
815288,968682
820242,976021
706522,803520
706721,803355
685261,770872
697680,789513
805837,951229
743397,855315
750326,865510
701146,791866
713422,810186
704549,796646
796249,933380
791602,926039
668446,742384
668966,742824
732722,837635
830487,983014
771124,894533
678330,756484
645845,707923
748189,859593
672290,746034
779164,901872
840990,991819
639340,695968
815504,953952
678466,752955
681790,756674
781630,901728
655765,718278
796147,921855
775665,891564
797265,922526
816653,950604
811193,942452
829296,968483
812745,944013
805820,933805
774344,888201
785870,904562
751275,854289
637538,690022
758647,864414
830675,967407
806266,931951
760161,865640
673588,741218
809545,935599
797927,918827
744348,841901
601203,636833
746270,844516
847998,989887
809783,934832
800369,919834
716743,800615
764351,867554
827435,956456
717416,800184
628894,674480
648382,702035
844255,978922
747888,842041
713163,792662
824822,949488
603662,637986
642113,692099
813090,932742
799241,913240
672412,734458
773735,876625
738163,826509
617955,657533
724550,805053
844042,970982
703350,774812
652603,704247
591443,619177
829636,949623
854376,983239
788984,892617
693320,759603
863292,994614
679627,740573
756715,847050
761634,852781
791063,893148
769972,863750
817380,926776
866727,994314
673508,729645
649676,696169
836456,950225
785091,880127
825549,935045
616477,650691
538266,544261
620861,656279
800104,899181
757070,840761
797155,894210
773706,862428
866900,988410
715199,783297
802159,900820
717011,785168
800315,897256
869115,988099
718065,784493
859152,973290
775046,859304
813307,909645
747621,821715
703026,762329
821524,919439
711605,773316
882830,999171
881162,996542
818302,913242
768231,846816
873221,984189
871975,982312
883833,997628
688239,740109
625245,656689
843254,941725
886013,996924
766402,839990
604070,628316
708722,764702
794493,876456
568505,581925
868416,972567
600893,623992
634799,668029
835091,928157
807007,891236
748809,815101
842165,935735
778999,853640
862416,960583
610165,634851
741151,803652
820588,905788
747556,810378
672171,713521
872339,969818
853791,945876
805905,884331
790262,864072
573904,587232
878459,975471
891232,991009
876049,970204
711843,761588
887853,983629
872488,964066
756512,817356
771555,836212
570049,581249
742417,798175
785999,853028
857205,942332
690368,732259
821125,896070
693636,735815
774606,837256
867494,953193
814357,886374
722090,770836
849042,929607
627264,651527
768802,827345
784079,845807
691445,730695
852433,929955
609061,628214
590200,604811
724516,771191
622468,644566
767760,824193
659005,689593
621874,643507
720772,765405
889986,973645
624218,645724
877735,956422
904957,989763
893113,975222
854548,927745
705924,744992
871534,946972
811276,872343
536007,537030
752743,800911
639221,662527
833283,898180
791131,846494
914857,996112
886215,961311
769342,819651
903419,982116
668365,696911
702693,738120
855366,922077
842409,906216
901226,976981
623345,641862
829108,889439
664029,690663
851794,915746
734849,775057
804335,858195
848713,911205
651199,674434
639523,660219
866194,930778
622264,639190
896979,966607
884108,951258
914771,987057
922042,995693
645460,666400
903513,973136
923470,996329
910187,980526
632656,650869
879717,942793
735465,771950
866647,926895
742580,780125
789329,834673
863228,921683
869407,928832
874537,934456
612684,625948
869861,928138
809450,856671
776141,816920
864987,920655
732882,766018
688800,714355
605670,616923
917747,981353
670778,692793
671578,693403
923307,986220
758458,794300
669494,690647
693561,718472
908762,968515
782286,821355
684069,707260
839577,887466
881399,935582
681648,703877
792200,831730
781201,818695
878538,930781
700085,724544
842402,888727
884505,936421
708816,733932
696761,720025
832669,875971
815697,856190
883114,933512
826494,867974
930808,987072
785776,820823
791708,827383
829000,869941
937770,994289
871859,918512
938926,994946
870588,914766
887232,933334
803749,838460
846934,887291
858687,900265
944985,997539
921360,970059
662645,677453
872032,913979
711316,732213
779069,807476
787813,817049
903617,946487
913280,957263
841101,875319
762657,787527
825685,856970
601821,607341
698812,715332
950459,995617
951292,996426
709721,727356
759153,782235
881325,918035
857044,890768
905672,944673
836746,868067
787525,813170
592973,596938
766242,788973
734129,753123
820095,848007
704363,719454
760908,781785
894621,929258
761254,781972
715939,731861
777995,800107
770706,791844
660825,670645
934873,971529
956984,995763
825539,850990
700623,713968
760444,779079
577383,578651
685634,697056
918195,951233
872176,900515
766652,785066
586285,588131
742606,758601
920036,951694
724610,738144
615365,619237
827739,849623
551922,550326
776083,793477
766795,782963
684935,694172
917392,945607
927609,956422
873979,897840
742680,756016
941101,969534
884474,908144
705086,714904
860431,881238
753749,766212
639356,643463
948447,973931
785281,799293
922113,945091
750359,761346
692326,698959
824750,839462
755718,765452
805303,817882
974754,997361
779545,790319
946526,967200
811532,823801
636095,638018
688430,693301
827655,840244
782523,792468
798171,808923
615915,616514
888397,903316
912006,928092
826629,838120
913095,928493
781986,790459
888581,902156
617934,617902
954406,970069
894794,907231
979791,995571
959531,974281
645532,646083
758467,763744
801874,808844
801308,807852
977733,990959
892602,902076
967755,979991
661005,661174
863612,871032
787731,792187
861077,868053
621455,620012
879980,887188
597967,595393
922943,930601
879087,884942
907145,912824
832497,835888
838141,841307
687835,686783
899754,903697
861334,864328
763841,764110
700710,699561
915813,919299
970693,975054
696678,694972
842311,843471
962419,965826
785474,785274
707684,705790
946369,947604
793873,792550
833825,832863
781019,779166
933628,933688
828435,826806
618363,614095
862171,860321
705897,702244
763459,760132
978132,976518
777327,773949
732129,728309
570404,565376
838726,835361
725926,721687
958881,955810
723339,718695
677899,672956
871672,867112
801582,796817
838029,833147
647268,642025
753936,748878
798769,793555
829602,824324
877315,871930
994330,988314
685567,679626
972139,964963
934755,927281
686886,680448
869331,861725
836226,828103
872541,863385
848701,839782
924701,914356
918989,908498
670166,662593
847543,837659
844302,834404
839034,829112
941996,929886
993161,979818
601668,594613
770098,760222
896997,884964
957413,944253
566253,559724
931389,917905
884912,872073
722772,712783
971526,955984
996169,979156
859806,845987
864604,849657
840429,826118
963316,945176
940040,922217
995713,975390
974570,954636
840835,825022
992372,971734
908172,889818
696268,684453
823959,807596
998495,976048
545597,538651
831194,813551
924499,903094
593327,584385
997382,971896
919594,896550
767650,750969
902984,880422
992664,966068
836168,816048
738167,722220
977520,950446
829377,808928
957385,930791
656996,644361
697664,683070
634003,622380
887403,863551
971273,943178
857950,835322
809094,788610
943759,916025
940412,912461
890651,864847
754039,735306
992619,961095
969137,938650
922835,893866
843575,818989
775191,754059
778480,756837
880626,852315
675525,659562
776818,754412
740902,720667
778585,755856
865038,835799
956424,921060
772485,749210
769334,746012
897984,865783
537523,529829
828959,800044
963076,924333
861222,829783
655452,638854
692235,672688
964289,923876
974902,933519
947854,908400
966511,925428
780025,752995
707026,685691
737336,713599
858270,824866
826363,795018
777321,749863
955694,913749
976744,932842
815539,784509
747580,721480
658601,639884
866356,829628
976933,930473
954050,909300
789991,759306
754313,726625
959947,913694
916675,874184
789182,758153
794076,762380
835366,799582
804169,771170
985848,935912
830492,794705
843843,806647
873790,833256
860655,820924
881072,839343
753848,724307
857393,817706
845025,806260
739661,710800
823226,785752
593390,578840
889501,843540
759901,727464
692144,666846
663832,641396
823437,783273
829922,788801
723432,694004
593446,578183
721632,691969
565254,553094
628583,609267
830615,787725
668569,643947
892920,841683
727596,695853
760334,724630
708443,678564
947754,888895
850837,803502
990709,925880
814311,770895
921036,863447
941856,881616
803379,760443
855249,805735
677651,650470
908584,851318
632065,610267
749327,712086
987590,918981
622992,601998
980708,912110
993408,923090
756368,717253
830981,781514
799586,753881
551794,539924
898863,838557
974727,903551
939758,872884
932559,866668
935266,868976
810963,762235
792397,746256
776706,731859
901814,838549
874192,814935
904510,840765
718942,682295
736389,697169
879514,819336
932772,864638
757415,714503
870292,809911
602656,582528
997074,916894
967842,891363
840630,783697
763292,718222
644192,617421
676071,644036
711022,673451
557602,544029
916165,846205
984139,903419
962985,885143
975363,895551
745817,702337
987358,905466
902357,833387
998825,914324
726436,685368
895452,827030
994750,910238
870492,805972
868141,803712
945665,868487
654318,624632
978038,895464
766098,717775
645315,616830
885741,817500
871510,805538
928303,852924
980739,896617
923071,848481
975287,891807
944389,865351
762939,714289
668785,635563
815454,756991
639480,611033
785417,731842
782977,729699
870727,801370
937597,856433
798716,741711
724521,680499
857110,789612
813549,752857
708029,666184
808969,748818
928343,846597
936089,852812
958597,871112
918244,837625
765255,712226
849103,780301
739097,690381
986782,892077
896209,817854
631352,602296
784897,726278
845227,775031
631179,601816
995402,896282
999373,899267
940118,851332
815325,750289
991927,892871
750379,697661
953763,861617
875468,798025
920436,833923
804697,740525
944859,853047
969240,872446
769735,712132
805130,740414
935531,844948
598128,574296
617197,589454
796429,732234
866134,787565
961213,862908
670124,630911
706708,659870
831578,758980
881398,798224
824390,752899
906614,817636
838283,762984
709279,661079
993888,885583
986547,878939
725099,673047
816455,744456
794118,726789
722397,670305
705774,657159
958537,854974
777167,712798
753363,694063
980951,871477
720016,667447
960569,854315
840427,760531
750525,690352
983071,870303
937793,835055
850980,767250
913441,814893
964452,853647
847284,763351
890073,795749
842605,759083
624481,591420
799975,725634
920818,818038
836633,753534
681354,634326
887180,790930
896365,797859
910809,808700
981406,862056
598668,570929
623175,589492
915769,811294
835776,749723
787475,713040
777905,705406
976387,854936
636109,598547
956146,839317
829272,743823
818667,735498
803809,724212
699161,645040
784930,709189
943235,827252
582962,557979
971483,847810
769595,696765
780631,704960
686198,634297
671823,623196
844787,750991
959937,835952
975783,846600
908074,796393
689056,635200
943698,822231
826555,735586
839013,744682
871738,768529
857266,757190
768292,691964
797866,713201
933555,811421
771263,693310
664591,615717
770257,692408
600741,569299
886654,776579
626826,588044
806699,718269
771705,692731
953898,824482
606864,573462
962571,830432
869191,762066
989729,848718
964556,830318
751425,676855
548003,530649
877447,766739
759882,682392
873779,763769
917819,795012
680726,625171
551902,533262
969473,830498
590334,560438
582337,554546
983295,838267
978754,834638
952659,815400
959243,819006
895173,773520
924137,793793
731246,658476
781093,693135
999812,846003
894346,772161
715379,646696
806960,710599
844423,736260
672133,616124
875215,757304
976858,827760
929595,794424
726492,653467
863773,747937
593265,560861
848829,737188
951285,807755
739861,661186
634213,588599
833052,724895
789856,694889
646434,596650
767541,679225
994243,834087
847029,733448
928360,788838
729107,652802
767295,678649
613747,573867
724980,649395
863810,743431
884352,756780
550196,530409
992555,829462
936453,791382
535147,520218
703081,633614
747940,662930
959615,805015
757420,669253
893954,760840
874522,747744
902841,766519
732567,652308
928648,783650
685117,620114
752534,665076
994978,826474
632633,584919
963732,805204
899137,762185
669639,609385
951616,796731
931015,782893
953409,797708
820540,708934
958791,800331
790004,688537
792191,689606
993655,820885
974294,807899
927839,776522
701377,628171
993622,818254
892545,752034
600777,562190
960654,794983
979117,805951
938660,779768
684435,615295
622863,575518
931144,773235
813510,697517
816823,699490
963578,793330
929835,771227
880170,739294
829928,707109
797017,686044
836773,711299
910652,758306
916694,761810
848463,717709
904893,753136
945025,778532
847667,716624
714299,632270
930680,769070
876197,734393
773189,669315
936675,772487
901419,749741
657477,595938
546770,526199
893805,743797
993644,806008
905661,750633
923833,761977
733265,642649
856954,719925
709114,627379
696945,619683
746946,650775
850661,715217
838288,707140
944218,772751
977821,793508
932127,764850
973709,789798
803427,684399
735205,641767
981516,793029
892776,738273
659038,594174
971778,785425
831966,699443
691921,613795
736322,640640
957734,775314
797305,677726
698705,617590
865010,718599
924062,754185
704982,621144
998040,798362
912722,746599
968152,779903
716031,627141
780349,665867
739727,641191
960672,773726
886245,728877
719067,628293
915408,745752
763001,654111
769693,658043
816746,686126
772729,659763
932844,754413
858027,709804
864897,713624
932131,753062
941524,758370
955107,766363
836790,696030
949729,762320
982711,781294
799111,673078
811759,680267
931882,750626
815137,681940
934072,751592
977163,776589
975807,775250
615841,564746
961439,766503
829679,689429
905337,732730
586928,547568
955643,761582
906953,733064
882869,719023
769800,653441
867232,709399
826269,685615
730398,630121
882008,717668
901729,728880
801074,670521
995661,782451
911863,734204
995932,781791
972301,768013
869316,708848
655887,586392
912486,732652
949120,753449
912064,732078
993509,778019
694428,607778
699962,610834
689885,604941
936824,744625
886695,716200
976426,766726
793113,662852
827510,682206
866618,704222
977703,765291
942119,744613
925458,734952
829104,680427
750854,636834
836425,683645
938835,740205
727061,622830
806657,666582
949963,745399
715865,616057
775820,649039
994899,769291
970428,755361
940026,737736
624456,565222
630946,568611
722132,618102
762550,640052
888930,708682
940814,736685
879653,703153
799853,659782
998631,767192
850925,687238
596992,549695
800232,659429
891610,708505
738639,625824
667726,587440
649868,577805
748470,630680
620134,561722
783158,649071
870244,695658
837109,677811
770132,641824
546926,522332
766755,639214
872824,695550
621488,561858
911960,716092
589533,544774
931823,725563
910884,714390
694839,599983
639324,570687
895894,705130
755668,631363
862615,687197
979464,748232
681845,592447
812202,660575
827348,668491
956218,735778
827816,667915
865725,686989
975573,743851
858985,683336
884762,695870
835888,670335
816267,659775
816282,659630
712763,606503
980047,743338
751941,626264
926706,715527
656148,577230
976662,740773
645606,571704
903286,702992
852091,676467
851738,676243
587476,541868
981276,741192
983082,741946
726959,612261
950005,724977
897104,698016
759525,628224
914810,705525
979383,736804
922782,708345
691506,592960
756815,625398
985473,738737
813367,653139
877203,684205
917224,703771
928506,709117
844243,666789
993991,740181
667743,579813
924368,705590
694545,592764
972307,728349
889007,687059
821153,653978
887335,686151
914367,699075
902830,693204
848097,665264
873420,677165
637081,563244
995925,734235
882973,680012
980067,726150
675259,581075
897881,685444
865476,670143
668960,577195
796899,637299
907585,688468
944744,705064
711859,595971
780595,627625
960479,709823
708646,593633
918285,689745
986609,720876
714190,595980
841455,654301
789641,630003
834970,650624
899466,679864
936354,696291
961021,707503
877004,669157
933803,694932
981133,715912
830666,647478
966944,708871
901533,678693
739153,605547
995252,720376
958715,702885
689810,582677
830376,645355
796863,630121
894452,673009
764405,615084
990033,714416
613004,547724
901117,674260
915172,679426
892166,668240
934532,686252
912576,676530
790594,623408
849640,648433
860725,653065
555948,522004
797753,625830
855526,650339
671058,571223
999289,711696
977303,701681
836244,640831
547234,518048
664063,567617
784167,618503
973758,698548
779847,616427
815697,631273
780776,616485
962159,692924
900145,666458
760860,607155
775407,613189
925954,675887
558054,522219
891293,660242
966737,691059
816291,628568
924620,672146
861197,646117
929154,673956
856222,643654
970409,690259
995616,700302
846206,638654
972071,689495
747496,598429
781084,611941
925078,670244
896214,658329
777335,610087
936407,674287
922148,668530
959158,683294
914907,664580
971653,687078
968138,685129
848074,636931
847855,636424
875601,646837
797259,615803
631657,550102
782136,609420
837423,631167
909716,658701
975146,683978
752868,596900
732866,588893
827828,625162
964220,677945
827363,624940
872495,641979
594034,534428
835181,626173
982324,682156
918125,657488
842216,627890
755998,595046
678154,565546
642815,552175
768138,599017
988591,681633
643140,551988
711950,577744
915696,654089
773293,600418
896979,646502
781504,603307
721577,580939
954499,667787
769976,598946
537166,512144
545212,515129
878111,638839
937261,660630
791649,606483
855684,630182
824206,618389
911741,650708
957297,667271
877732,637783
829651,620019
976308,673343
975645,672889
979637,674229
766092,595907
741729,586361
845610,623162
960220,664359
792019,603690
596741,533241
742513,585750
840147,620739
847019,623203
808880,608949
926117,650774
915388,646529
926415,649070
977087,666953
873757,629789
988542,669641
752265,586767
652044,551613
898722,637855
943431,653298
957067,656999
567261,521706
541417,512765
949064,653260
892670,633809
619639,539569
707768,569787
860664,622079
829800,611352
798471,600260
978438,660323
936406,645896
932586,644553
889363,629171
929863,642682
986340,661505
929574,642301
727626,574663
857245,617996
878633,624746
847382,614286
895568,630130
738549,577831
907465,633699
742877,578906
967220,653088
870294,620989
929235,640147
804360,598866
971570,653236
832078,607336
986013,657595
994838,660407
991600,659199
790546,593452
961350,648901
873718,619946
803315,596933
865935,617114
963783,648560
804366,596841
962621,647909
933652,637979
880892,620767
673559,554114
975489,650277
876964,618767
665014,551124
889263,621959
857263,611326
994576,654438
803035,594059
813830,597439
976566,648590
732738,570522
533573,509018
794091,588814
791692,588038
809286,593301
977524,643541
949634,635055
772320,581258
751417,574399
967985,639529
855482,605047
957923,635239
785337,583628
919402,623464
705776,559841
573836,520647
752213,573486
802088,588226
804339,588605
791928,584537
727190,565507
903914,617276
760853,575186
995971,643659
781483,581012
651772,543007
914303,619276
878264,608600
984414,639147
748804,570700
820759,591326
597342,526854
982580,637322
846803,598051
821994,590897
974005,634163
853453,599085
861299,601042
719979,561064
995823,638971
843372,595540
881627,606195
910976,614389
904005,612423
764125,572803
921508,616550
852988,597417
886469,606625
834714,591731
756646,569895
528853,506869
671025,545910
899164,608164
932762,617290
919914,613736
923422,614608
829416,588619
951006,621655
538824,509465
924286,613938
852529,594099
549023,512109
794372,577987
962076,622866
766165,570237
978657,626421
767152,569173
829685,584581
759583,566308
736948,560083
950178,614379
930953,609311
781122,570393
917647,604310
830792,582235
706126,550833
720820,554100
779330,568635
695677,547457
954455,611358
894370,595919
708682,550255
646538,534956
830449,579833
952377,609589
567019,515455
856853,586040
996083,619728
953516,608674
921255,600784
590405,520921
767456,563609
901406,595303
601577,523280
938094,603297
699344,546305
933262,601536
632704,530477
920427,598286
945940,604141
914777,596586
543967,509451
924980,598547
766220,561402
986945,612752
847848,580170
712703,548476
947694,601484
922326,595571
713956,547945
882836,586413
932611,597473
735698,552307
956680,601888
902877,589434
733455,551369
986563,607614
759285,556848
722483,548432
876472,582163
659272,534239
926639,592602
998047,607799
823783,569450
961865,599371
628472,526971
973497,601311
543771,508688
926899,591107
970449,599398
899881,584308
898808,583661
679108,537158
710422,543652
867417,576708
738391,549101
958033,594922
917963,586481
936921,590232
946791,591874
658866,532219
879510,577545
891194,579798
866915,574802
835133,567900
987217,598835
834463,567630
763488,552388
966913,592924
793897,558207
847366,568401
714756,541834
729062,544662
813226,560968
997954,597263
878208,573652
818446,561732
950671,586734
740201,545907
770909,551775
859083,568027
705822,538643
998760,593908
982086,590707
998608,593700
960197,586384
639187,525498
912678,576534
993408,590437
797086,554166
757777,546585
878498,568593
678136,531603
698964,534913
813564,555241
908667,571920
786383,550195
