X,Y
539339,664887
604766,929938
586202,854341
615136,971498
585800,848492
604999,923695
594274,880217
543473,676223
622013,986551
591035,860321
621469,976187
604410,908868
592587,862661
596173,875154
618010,957802
567620,762615
621541,967849
542655,666456
576156,790364
560801,731891
560842,732026
598426,873157
578903,794383
609955,908535
558944,719836
631780,985111
606316,891738
581770,802006
549838,685048
628373,971175
624234,955724
560333,722965
608876,898583
631416,980094
592506,838722
634070,988702
527155,601595
614486,917363
636082,995021
612069,908062
635789,991110
634994,987593
553982,696852
624508,949202
582964,799021
607805,887387
625722,949864
602983,868123
597285,847310
549818,678626
639310,992389
606775,877965
614971,906245
560198,713817
597071,840989
571499,751845
622282,928043
632763,963414
613742,896885
625859,934998
566274,730069
595746,830764
516465,559380
567586,733890
640857,982335
601467,848143
575584,759172
617051,896956
619793,904371
623428,915772
514162,550329
535743,622454
526964,592848
617992,895387
578961,765406
581491,773044
632831,942792
626331,920151
569141,730195
576708,754899
642288,970185
543238,644661
555744,684580
649994,991584
584916,779496
635689,944033
626017,909841
605300,842363
611736,863009
652712,994495
535236,616137
598475,818619
574219,740104
616134,872536
547775,654828
640443,949063
561810,695984
643451,950298
644534,952680
604009,825323
619476,872636
653363,977143
629741,901375
641350,933526
643951,939558
582706,752730
650513,957180
660209,984723
659339,981694
653650,962277
652579,958413
596505,790530
639444,917345
610441,830767
661465,979585
612697,833887
535500,606667
602363,802399
612882,831664
625427,867791
617593,844460
551761,652794
629516,878482
621898,856017
592809,770991
664380,977380
657873,957514
668232,986213
616416,836950
626878,865516
619026,842842
648618,926088
642062,906946
594192,769415
669502,982155
659066,952497
648462,922218
612306,819285
581491,731646
657134,944451
603612,792582
672579,985225
572897,705597
648251,914981
651062,922648
647520,911079
621188,837878
671994,978533
601466,782607
654834,930024
565555,683245
619680,832657
634184,872062
664421,954471
677861,990281
637433,878579
617964,824776
564124,677061
668278,960987
675433,980382
581080,723195
575028,706648
554292,650075
656737,928086
612415,807581
640923,883705
683856,999523
544044,621221
563922,674940
653435,916182
629601,851231
674216,971124
665296,945614
643492,887041
642198,882658
646514,893471
588214,737404
611654,799319
537857,602823
643078,879606
518048,549622
598105,760302
572016,690877
517423,547745
596044,753637
616566,806817
607757,783690
657092,911993
687871,992170
639116,864401
660593,918760
655050,904100
692109,998009
646534,879354
608426,781064
562277,660959
657363,902370
609153,779587
557252,647197
668947,930469
674291,943610
658493,903533
688435,977827
645930,870116
681607,959217
629410,827371
576018,692941
638757,850471
532860,584479
698108,999438
676273,944134
688034,972613
676636,943690
697499,995041
606569,767838
645863,865009
529868,575918
543638,609497
532770,582280
670140,918804
560669,650171
687236,959544
651028,870989
582917,704004
610396,769750
562003,652051
530419,575459
704868,996565
603313,750918
705581,997196
620511,792101
531208,576978
662828,893520
658113,881566
666935,902141
590279,718045
680013,932586
608182,760099
692516,961078
586223,707177
560908,646763
655671,868335
625886,797285
689235,944909
589055,709895
555737,631741
704159,977618
627077,797345
683012,925294
558194,636294
707111,980256
688539,935078
598840,728573
693411,945524
576627,677292
687470,931189
560479,640160
701772,962179
698737,955143
666558,881180
651449,845321
657821,859271
568122,655585
645298,829554
675683,897766
597953,722165
644008,825853
601941,730926
642241,821507
650915,840203
655425,849474
707530,965944
698680,945268
690491,926201
611653,750193
719280,987211
665049,866405
669783,875568
686425,912109
516547,537965
687857,914710
670226,875118
673754,882394
675566,886055
717457,977691
637837,802780
649397,827710
648464,825484
676622,885856
700878,938009
613759,748630
642356,810696
555647,622264
716321,969464
676939,884190
608651,735104
694107,918597
549200,607081
641093,803552
732876,999096
590113,693990
628324,775470
594534,703050
517459,538678
722395,974931
700039,925941
695485,916014
727319,983523
720117,968208
686239,895746
562239,633187
672988,867295
651000,819593
535120,575244
689828,900333
721801,967380
704697,930944
670978,859966
558272,623424
710756,942168
725252,972447
538110,581026
736428,994725
716654,953449
603012,716301
573768,655246
615745,742343
636549,785400
592804,694411
734055,987583
633016,777692
715548,948800
631164,772943
701979,918342
617887,744608
654295,818108
567568,639385
654515,814403
585678,674524
660963,826096
713577,931511
724271,952370
609672,721840
531695,565030
676756,856633
735576,972813
683351,867223
744230,987857
660674,820765
601290,702368
739856,976897
711451,920481
664867,827744
632458,763465
561591,622777
747600,989019
734512,962734
570099,639197
700510,895615
705196,904241
591395,680546
698851,890037
701396,894293
594383,685269
720696,930601
717706,924482
682916,856709
653877,799929
659763,810971
544085,586605
600341,695042
733312,951704
688658,865427
699060,885359
576635,648943
665973,820947
754818,991765
658663,806632
757762,996404
522448,544321
671960,831201
688911,863556
673542,833162
748369,976246
633328,756070
756480,991153
708051,898554
699970,882799
729827,937320
635286,757889
651203,787953
684439,850661
676793,834589
639671,764459
641104,767016
751618,975221
713770,903709
608720,705791
763709,997308
705964,886403
666863,812893
737185,944255
612978,712009
710780,893798
644514,769920
670689,818331
701400,874196
701331,874022
696652,865043
705102,880459
633363,747554
764179,989227
677152,828060
592485,671444
650599,778308
751291,961389
669571,810957
723205,908458
757255,970175
660630,792657
588941,662450
695227,854609
734556,924798
662766,794692
628719,732931
531922,558543
672684,811978
654604,779324
635482,744074
636751,745780
641853,754909
750113,948523
710597,877454
603140,685206
749996,947237
516422,530342
730485,911939
649787,767489
711101,875476
722640,895660
735185,917709
546904,584102
746581,937785
600137,678135
626862,725304
781327,997667
663844,790223
747027,936978
772860,980770
696251,845727
624249,719105
775359,983942
624824,719837
772226,977746
563780,612566
743394,926270
574977,631759
657743,775986
730780,903111
648850,760318
683927,821380
688693,829156
570671,623750
772311,973960
769633,969127
785541,995466
747272,928696
760813,951900
760188,950239
689532,828128
652828,764490
586788,650612
561450,606825
716964,874633
618592,704823
790111,999512
680866,811089
720640,879170
634813,731993
712216,864621
640800,741944
781951,981953
675069,799153
706298,851949
767026,954757
581943,640144
643143,744068
657914,768694
759031,939878
773053,961381
682845,808939
510716,518944
666136,779725
581428,637502
748612,916247
780761,969359
549971,584192
648056,747103
643196,738718
695041,822628
723144,867866
618985,695776
773422,948529
737872,889840
800130,991442
777845,953791
762406,928366
795180,981184
710981,844055
705106,834269
611078,681098
708083,838442
732623,878143
725750,866927
785229,963213
663913,766528
763725,927481
696474,818637
681581,793713
807915,997442
767303,931458
651492,744618
666697,768715
773776,940361
732366,873644
805177,990172
806163,990643
794268,970808
804912,987570
781544,949897
772362,935063
791948,964170
802877,981111
551960,583110
800121,976216
688501,799351
615606,683888
656174,747711
695462,809706
618531,687997
767077,922012
739741,878458
620892,690928
771011,925643
660945,752646
658436,748560
716233,838903
806182,978830
642685,723468
674662,772285
807747,979002
672715,768727
702832,815440
530777,548482
789778,948207
730857,857002
801992,966066
766378,911146
642873,720504
785593,940026
686038,786514
696667,802193
740191,868600
591560,640943
783896,935203
706258,815767
785473,936359
772108,915065
656372,738701
821160,989105
735403,858526
752239,883873
776188,919136
829154,999029
697745,799126
785267,930102
650475,726534
617824,677105
743603,865050
578880,618436
629625,694168
830301,993365
798061,944762
650497,724646
668057,749834
638991,706412
658319,734916
623635,683434
720561,826546
775554,906936
815110,964769
832727,989663
511555,517611
790275,926756
825286,977467
647243,716466
646513,715032
795599,932572
765965,889083
817741,963449
777586,904950
743413,855076
709718,805626
806187,945146
553848,578613
705595,797499
707097,799546
811496,950205
520866,530611
714655,809277
838834,986092
795078,923359
772244,890555
839601,987012
706273,795916
803384,933280
835022,976913
669987,741843
779884,897471
608483,654318
750208,855139
840615,982827
751306,856353
766384,877088
557405,581658
605481,648884
723221,814174
741789,840046
755747,859478
823543,954292
814070,940103
828419,959891
818276,944873
646380,704690
839121,973317
788298,902426
629275,680627
846928,983097
787148,899888
537849,553099
613446,657778
574181,603339
759643,859835
755214,853513
737426,828694
795913,909080
768330,870340
820741,941338
675721,741913
752393,847022
806496,919756
846742,974386
826709,944993
792564,898440
568229,593194
804541,913877
546778,563976
616105,657899
639932,690178
698448,769393
692929,761882
823702,939025
821444,935901
717356,794853
807223,914754
701662,772227
724773,803158
760929,851737
735391,817238
715974,791027
744883,829812
844565,963698
769312,862487
761476,851595
832421,946196
573429,598888
866708,991060
605446,641412
697136,763955
716095,788800
636389,682232
732945,810631
832498,942969
647950,697320
853921,970813
615261,653626
680951,740884
816674,921119
597495,629682
698596,763499
719450,790390
845545,956834
758175,840809
804942,901477
666169,718958
850666,960410
839135,945080
871598,987378
758615,838929
829816,931278
865615,977756
727610,797469
872498,985943
808884,902691
618095,654026
826207,924300
626885,665264
629184,668095
840875,942479
841043,942690
704576,765607
696933,755600
711675,774531
791732,877871
698495,757114
772936,852671
824066,918133
747934,819710
765574,842319
754808,828134
580262,603554
861365,963800
770070,846520
680506,731689
748342,818506
792754,875261
837524,932581
642895,683313
860200,961423
852458,951299
843477,939291
680892,731365
854075,951915
729211,792665
851936,948651
833044,923775
866672,966352
814507,899018
632504,668131
651331,691356
837993,926593
703289,756711
743324,806735
554680,569216
669867,714003
795949,872438
870487,966023
887058,986325
736174,796828
815806,896769
758877,825235
823664,905944
878393,974180
747700,809580
727161,783770
653212,691502
682016,727424
826768,907391
829486,910272
868310,958509
868093,958102
771719,838220
885255,979288
778513,846510
583258,603748
878422,970145
790965,861259
850680,934961
734417,790492
625043,655043
756698,817642
827066,904566
798694,868811
552296,564811
899648,992175
846557,926473
743752,799899
829458,904697
549305,560774
801061,868582
663701,700444
851199,929357
884653,970003
774788,834984
669402,706633
871715,952844
837168,910727
759610,816204
772390,831643
803976,870061
733741,784323
805464,870988
856881,933349
871549,950582
898268,982246
805453,869649
858662,933293
876994,954437
797546,858693
793140,853207
753632,805310
689395,728057
813606,877213
630142,656508
891243,969894
880049,956142
733372,779906
820076,883753
634960,661834
644821,672923
686156,721831
737440,782607
699146,736869
852324,918353
894464,968014
632651,657491
844012,907664
773489,824068
810967,868078
703906,741431
837933,899748
832022,892489
806630,862359
738530,781836
779214,829486
778381,828412
896578,967194
822281,879545
789640,841043
733430,774807
856039,918737
707900,744512
809482,863792
820676,876574
874814,939978
902477,972252
838829,897594
886638,953556
896762,965274
824001,879686
667113,695799
909230,978680
710096,744776
793341,841381
800011,849084
629418,650369
718438,753412
571995,583670
899442,962540
758087,798364
927794,994299
625220,644852
593280,607726
918681,982358
888686,947704
812997,860396
780395,821886
803972,848336
744881,779837
855703,905960
600049,614342
933754,994033
838480,885335
803594,845330
923175,980342
905043,959715
910413,965391
936259,994063
901138,954215
941309,998757
753120,786090
746734,778766
857877,903995
902246,953341
727973,756904
928769,981218
710449,736248
817122,855455
720700,746655
848666,889523
624595,639221
885049,929390
772175,802642
624521,638387
856235,895489
622521,636133
848877,886530
683086,702879
659483,676318
702046,723024
740614,765434
953475,998649
926128,968291
953961,998733
808359,837529
715822,736180
827899,857296
770864,794908
851061,882050
935915,974190
813734,841157
679365,694763
919849,955090
759809,781595
719417,737811
618878,628836
760780,782334
621498,631498
939837,975162
632084,642758
625640,635764
952135,986944
541855,545206
624149,633795
702323,717787
889469,918398
755828,774572
760429,779007
717699,732579
771758,790209
626540,635126
565572,569985
879877,904556
764810,781817
865209,888561
879634,903546
693249,705244
780928,797898
957065,983494
669323,678995
936360,960720
759611,773912
798131,814370
846943,865394
915788,937737
931266,952978
920498,941558
747816,760172
906143,925961
862438,880109
876892,894793
924720,944660
698809,707558
973315,993042
893225,909443
882355,898120
670750,676946
882866,896564
970978,987716
977253,993634
624949,629078
983292,998907
900969,913774
974988,989935
742433,750078
781491,790316
744230,751493
977351,990791
953698,966446
698618,704124
668725,673360
827429,836133
975763,988279
887400,897263
702286,707414
866502,875616
936042,945961
650466,653927
939590,948542
792564,798401
915558,923609
705667,709686
780198,785638
749576,753906
770395,774829
797487,801446
986291,992037
907410,912129
989400,994508
632773,634037
917470,921075
766609,768735
941173,944457
995006,998269
966843,969638
987719,990618
649099,649938
940350,942695
834439,835985
783659,784612
983814,985104
589850,590129
977792,978894
917461,918314
727406,727821
861540,862127
955406,955783
929097,929111
906999,906818
559805,559624
807314,806152
854339,852772
922852,920590
921746,918676
847250,844714
918904,915199
918770,914576
585372,584491
998682,993238
781439,778301
902368,897743
819419,815713
672338,670306
584749,583763
818323,814383
859723,855171
990137,983743
721394,718358
701210,698351
791274,787071
662848,660400
994822,987163
822679,817444
795002,790214
621353,619112
756261,751228
561945,560627
966548,955794
773745,767339
960090,948626
822292,814109
576105,574135
822437,813613
754359,746689
986943,971783
976801,960843
900628,887210
638221,633497
887321,873787
738156,729821
551798,549973
925045,909992
669369,663275
768089,758337
846818,834068
750785,741293
809754,797829
899612,883793
960399,941969
874602,859525
900029,883744
766842,755778
572440,569426
684620,676854
994103,972837
908422,890615
972871,951224
861329,844518
782326,768798
897548,877779
879962,861017
962134,938736
608044,602556
844167,826154
880024,860102
738691,725976
976940,950934
961892,936562
612927,606662
962720,936978
914837,890467
895587,872243
955108,928055
635849,627739
756076,740801
835632,815284
805022,786524
826809,806658
950622,922273
617449,610008
951930,923134
789570,770684
881732,855573
822306,799866
804117,782727
626632,617666
809471,786862
865099,838137
821302,797319
691493,677051
888077,858679
622553,613085
601851,593849
607651,599195
859907,831715
887733,857207
793494,770247
840725,813285
831349,804384
936966,901303
990354,950208
942667,906047
743763,723418
997737,955972
844812,815673
937611,900172
996998,953646
884759,851131
959828,919138
929898,890822
940947,900691
825110,795293
708427,688938
977697,932782
690119,672178
942519,900705
888194,851062
769481,743424
854210,819324
800561,770483
796947,767227
879157,840726
989562,939734
672088,654511
782328,753217
844600,809078
809781,777361
923083,878224
626199,612497
752372,724833
948529,899463
659383,641824
839883,801996
996063,940215
943652,892960
590011,579626
999958,942515
896879,851242
852681,811874
578318,569163
956244,903076
917415,868004
676226,655149
650083,632101
751603,721446
961823,905892
823711,784414
745419,715208
793431,757254
791885,755679
854085,810063
762679,729714
982555,921412
818640,777697
910780,857646
622853,606862
858179,811605
764983,730093
818286,775961
811360,769767
980322,916000
977424,913310
702252,674939
867897,818036
914339,857538
864331,813900
693031,666109
766177,729030
901443,845442
642215,622280
964283,899435
981224,913595
996437,926643
699755,671587
694833,667235
834382,786659
998330,927054
845300,795380
636956,616685
820571,773174
887913,830218
729190,694816
905465,844570
758750,719464
856548,802097
619841,601222
679923,651992
928144,860443
784490,738967
704979,671660
895071,830816
586489,572268
863980,804076
970591,892920
963369,886476
978898,898611
954146,877880
629804,607871
916212,846157
852825,792642
722425,684183
839967,781172
599384,582054
880564,814612
803893,751192
632384,609150
938178,861160
696277,661666
671111,640877
991036,904086
946041,866931
796342,743655
975930,891325
885819,816900
990143,902561
862081,797113
754959,709070
859012,794456
683720,650392
612047,591457
584114,568600
897048,824184
960993,876273
956030,872200
977623,889732
711440,672189
907987,832266
899285,824603
993961,901306
973977,885017
889031,815758
969320,880777
686612,651236
884904,811805
966120,877390
858269,789209
890016,814572
673385,639147
977458,883135
963051,871311
923320,839057
971542,877248
607651,585848
768966,713581
843857,772907
768579,712705
770596,714233
777134,719349
611276,587921
890621,808899
719737,673517
802497,738395
897803,813501
859761,783482
831202,760894
805754,740822
786289,725398
786189,725183
882833,800741
671517,634420
908141,819399
846577,770897
620251,593810
869584,788659
613898,588775
762853,704991
884369,799470
813362,743711
877673,793704
645269,612312
736302,682805
777330,714453
844519,766299
853641,773264
737585,683127
928579,830428
854499,772552
939409,837518
831442,754468
670458,630696
797508,728062
636502,604471
996882,880836
866118,780286
802343,731112
990606,874303
825494,747969
981985,867176
969698,857649
632067,600378
802170,729908
866891,779045
787389,718042
740845,682688
964907,852733
822250,744374
805524,731654
810536,735124
853606,767588
996451,875636
891580,796122
931476,826068
703920,653922
714095,661501
945161,835988
809166,732731
729164,672271
735978,677394
880481,786140
971609,854634
804447,728237
748288,685742
963927,846777
986556,863575
747350,684681
817467,737021
844467,757165
680073,634301
767111,699267
914523,808885
906810,802525
902671,799324
801315,723903
786528,712745
895037,793219
643574,606307
985077,858744
811222,730052
814051,732066
975267,851232
988446,860466
807748,726944
877337,778165
893851,790257
698541,645935
847158,755269
984944,856349
861601,765293
903747,795758
981461,851836
971219,844089
661562,617722
773954,699272
714708,655799
685717,634587
995059,858916
777442,700780
945315,821919
956464,829864
946747,822599
614234,582264
993348,853972
700932,643873
952226,824101
943689,817436
724652,660457
918895,798901
698331,641288
903083,787356
949682,820191
607777,576474
739897,670486
874870,766319
873486,764860
909762,790566
864434,757944
819808,725882
949846,816491
874495,763023
701833,641560
875238,763139
945082,811113
978267,834327
984284,838170
919816,792729
900850,779324
752763,675995
970741,827708
930229,799000
910233,784554
688481,630068
731255,659481
764664,682374
729264,657312
578454,553584
811634,713683
986932,833794
931600,795782
996271,839746
983030,830586
779810,691309
926002,791399
844653,735140
962273,815125
742620,664936
725699,653238
745273,666229
873593,753161
565859,544331
729633,655374
623147,583135
835197,726287
759740,674282
755567,671335
674485,616709
782788,688609
939303,793164
997000,831343
993606,828970
916510,777523
839360,725828
943102,794764
886502,756915
990314,825380
880765,752250
799051,697964
744070,660446
797052,695026
989360,820836
865806,739502
792467,691393
998268,826304
994281,823510
939988,787832
717032,641668
639925,591146
910264,767873
765448,673144
935797,784429
897361,758606
864620,737056
976596,809853
927988,777609
998284,822824
795118,690941
941554,785870
977219,808728
708198,634465
985607,813800
882481,746666
883678,747368
762773,669084
719793,641349
851048,725712
719043,640481
649774,595916
673232,610983
580865,551537
873209,739221
702473,629553
942120,783289
612078,571292
746606,657231
631474,583593
516730,510286
933671,776608
950195,786705
767698,669889
944870,782216
967196,795534
991289,810423
900795,752410
878260,738087
944090,779451
971528,796075
623196,576860
888371,742801
941053,775219
770533,668494
675628,609210
876932,734811
701477,625028
577293,547693
865998,727235
742707,649867
654507,595113
800703,685057
888890,739442
709845,628995
980297,795749
926417,762509
662756,599920
892258,741407
840787,709122
998937,805179
933402,764973
943263,770743
837050,705726
956601,778336
829894,700885
937476,766240
991417,799078
887503,735711
913459,751083
861384,719260
792327,677135
959829,778468
832539,701180
848784,710995
844282,708010
821560,694088
722142,633917
857212,715586
886722,733390
920344,753624
989884,795508
755261,653681
919714,752819
606651,563830
946989,768340
786701,671835
638233,582246
793391,675042
974315,782280
954583,770347
898593,736942
956522,771341
944559,763466
920533,748054
701417,618128
542224,524329
837863,697460
988373,785125
887012,725068
684512,606476
856507,706060
569951,540042
714100,623465
998298,787967
957442,764159
723268,628513
580821,546196
951440,759208
824390,685872
598664,556139
859164,705631
548401,527270
783672,661895
835843,691143
904579,729249
698972,612485
876274,713083
585418,547879
800353,669467
879361,714165
981452,771769
976159,768228
972703,766064
980443,769456
635025,574680
902477,723599
722614,623432
977126,764276
655338,585674
829298,681282
748703,636486
647673,580818
987482,767913
927533,734645
785546,656394
841320,685794
776577,649840
749317,634867
744122,631957
618006,563309
984061,761123
832758,679330
700454,607710
665273,588699
774303,647502
968254,750196
887604,706873
622378,564511
869538,695842
650882,579482
957522,741900
822766,670432
864112,691864
915821,718703
639443,572973
710808,610486
561091,531599
664226,585784
974592,748719
800364,657151
847623,681939
747338,628803
946156,732185
845478,679452
660305,582726
548352,524521
510417,504840
777067,642893
981046,748211
924906,718765
970897,742469
844292,677120
745291,626003
723222,613966
962149,736471
957656,734129
855174,681364
934852,722093
841451,673344
708207,604847
786653,644535
958345,731159
818405,660270
918938,710484
857804,679677
930996,716424
739218,619697
706921,603316
928021,713880
771208,635212
947938,723652
805512,651904
988093,741714
722464,609800
722167,609483
869189,681948
783269,639438
857316,675888
886115,689883
883116,688303
590048,543735
753374,624039
784081,638647
828855,660189
930959,710042
710077,601723
783697,637565
729354,611032
945563,715388
845862,666546
923799,704068
966899,724415
952125,716650
846894,666025
903173,692743
861211,672461
875339,679070
796813,640958
640483,566338
878829,679686
890508,684904
599026,546431
906570,692467
844552,662997
889304,684081
750964,618091
703239,595268
825969,652719
813142,646543
875070,675567
835930,656811
710423,597882
796953,638269
888230,680943
888394,680865
964127,716147
662167,574967
689619,587705
689085,587255
960336,712921
870144,670678
943820,704574
696871,590001
913840,689808
882337,675306
900026,683147
818966,645835
711971,596514
875921,671632
906586,685571
761654,619098
845508,657348
960101,709704
955870,706938
838046,653284
677079,579928
762000,618556
818403,644131
738664,607875
735263,606319
858733,662356
783952,627456
943995,699540
807362,637041
856556,658960
718060,596851
820933,642185
944215,697042
903670,678662
770468,618479
960788,702169
984988,712643
973124,707076
943645,694017
965612,702598
939130,690988
954964,697838
682938,579067
931208,686157
906480,675139
955375,696122
778681,619256
930380,684504
704218,587166
907161,673796
746134,604782
914768,676314
880969,661391
981809,703320
803016,627552
641264,558973
826079,636745
601205,541931
868911,653683
772868,613473
918759,674402
730899,595835
995431,706262
969825,695352
614470,546448
695302,579460
985344,697428
930114,674428
834350,635304
768531,608301
968801,689427
784308,614405
876391,651528
871219,648792
772466,608809
960731,684303
881615,652447
847734,637671
810414,622490
907146,660353
812643,622090
862377,641281
723006,586642
891523,652299
695418,575470
758506,600047
758438,599907
990517,690143
806107,618291
888165,649725
647008,556143
793094,612549
892475,650932
976795,683227
987337,687271
777455,606229
742406,592663
710181,580001
690325,572373
917397,659394
834745,627438
713895,581110
914132,657656
634243,550364
945606,667929
956027,671757
867616,638168
830459,624031
856698,633841
829646,623385
891398,646630
990528,683259
891058,645514
801368,611484
925651,657672
956856,669223
977085,676688
780253,603334
717543,579823
742937,589103
931473,657867
888313,641987
893121,643226
905027,646993
940171,659376
744295,588076
664097,558334
906804,645486
794078,604945
998291,678301
777138,598742
761004,592813
837563,620231
679057,563303
888422,637595
786950,601337
948906,658894
839174,619679
967746,664266
672364,560009
890992,636994
761186,591234
684992,564244
724662,578157
657604,554388
987583,669700
971147,663876
839840,617983
848388,620238
778508,595862
919591,644732
902587,638537
683206,562006
818130,607711
767506,590265
707582,569753
933231,646040
954416,653154
940955,648413
967021,656283
754013,584112
968488,655309
765051,587225
912304,636112
792640,596349
802121,599044
987788,660316
775397,589865
974754,655321
880157,623558
692162,562028
876962,622318
680417,558100
759513,583810
765651,585795
952907,646394
752031,580345
987447,655989
985299,654673
927302,635598
855230,612325
965090,646834
943165,639768
586712,526657
926168,633874
728913,571492
931281,635405
911692,628762
912120,628875
924149,631703
783123,587630
875894,616255
706142,563387
661356,549098
967168,643480
907927,624983
977726,646002
698455,560036
952206,637414
995383,650515
954748,637657
734822,570664
714824,564517
981463,645478
664836,548968
957469,636785
907470,621220
669790,549941
996215,647538
941063,631008
981395,642971
884098,613865
731072,568124
660851,547098
837169,599367
596647,527853
864908,606785
760306,575846
724850,565215
665347,547633
915484,620652
889565,612920
818480,591645
975136,637107
955463,631227
849848,600450
522962,505803
783087,581001
966252,633118
924859,621098
846992,598479
680298,550733
891868,611147
872184,604632
794219,582064
907990,613861
977379,632355
915596,615055
907256,612649
981759,633132
996665,637051
603500,527878
814614,586467
924643,616649
971677,628386
959738,624725
950763,621797
653384,540831
797243,579261
978598,628081
782955,575291
703836,553878
877603,600397
938923,616445
930461,612952
986949,627211
918633,609103
939320,614078
780751,572301
834011,585736
594864,523650
832954,584926
988679,624801
876932,595819
733190,558756
970158,618867
795122,574045
853774,588830
784296,570779
992919,623347
977305,619115
997762,623373
674480,542583
719088,553628
843902,584480
759425,563401
987045,619570
901649,598234
766583,564588
911738,600200
805255,573873
992095,619330
877198,591113
779517,566481
945586,606234
711014,549815
719732,551862
737822,556177
907179,596527
924625,600350
911941,596702
918561,598028
916455,597494
974837,610747
669548,538917
993726,614791
925691,598452
905714,593257
960266,604382
909696,592586
592521,520057
879737,584822
974667,606126
875536,583256
706601,545330
670050,536986
853646,577257
896774,586555
841552,574217
976840,603695
673679,537028
552613,510558
931389,592666
830091,570596
638811,528951
776573,558532
800922,563585
950560,595235
815133,566278
719115,545728
996106,604129
720921,545684
797121,561603
989809,602063
942761,591845
941382,591160
758964,553074
800180,561330
721639,545028
735262,547849
932135,587923
957891,593026
942942,589912
891219,578959
999861,600753
692777,538137
969455,593622
603676,519560
801129,558417
832064,564284
952335,587650
796711,557104
938128,584724
964256,589797
539088,506680
826715,562744
620975,522560
945121,585525
870941,570669
922257,579351
922859,579301
874747,569784
901036,574366
733054,542673
962038,585351
669430,530624
693371,534757
754352,545512
963871,583195
791802,551537
829458,558092
634121,523023
953220,580085
864595,564039
709759,536386
549644,507861
